subject_y	initial_alias	converted_alias	name	description
MCINX2_00010374-RA	FBPP0086270	RpS15	RpS15	Ribosomal protein S15
MCINX2_00010376-RA	FBPP0078411	NKCC	NKCC	sodium potassium chloride cotransporter
MCINX2_00010378-RA	FBPP0303833	mRpL23	mRpL23	mitochondrial ribosomal protein L23
MCINX2_00010379-RA	FBPP0305091	CG13380	CG13380	None
MCINX2_00010384-RA	FBPP0309477	Ubqn	Ubqn	Ubiquilin
MCINX2_00010385-RA	FBPP0081546	MBD-like	MBD-like	Methyl-CpG binding domain protein-like
MCINX2_00010385-RB	FBPP0312494	CG14692	CG14692	None
MCINX2_00010387-RA	FBPP0308705	ATP8B	ATP8B	ATPase 8B
MCINX2_00010389-RA	FBPP0084336	gro	gro	groucho
MCINX2_00010390-RA	FBPP0080807	CG10268	CG10268	None
MCINX2_00010391-RA	FBPP0292720	para	para	paralytic
MCINX2_00010391-RG	FBPP0292707	para	para	paralytic
MCINX2_00010392-RB	FBPP0088500	ari-1	ari-1	ariadne 1
MCINX2_00010393-RA	FBPP0073377	Vlet	Vlet	Valette
MCINX2_00010394-RA	FBPP0078152	IleRS	IleRS	Isoleucyl-tRNA synthetase
MCINX2_00010396-RA	FBPP0292404	Rbcn-3A	Rbcn-3A	Rabconnectin-3A
MCINX2_00010398-RB	FBPP0306589	EndoA	EndoA	Endophilin A
MCINX2_00010399-RA	FBPP0073945	vap	vap	vacuolar peduncle
MCINX2_00010400-RA	FBPP0289451	ksh	ksh	kish
MCINX2_00010401-RB	FBPP0311476	temp	temp	tempura
MCINX2_00010402-RA	FBPP0084550	TTLL6B	TTLL6B	Tubulin tyrosine ligase-like 6B
MCINX2_00010403-RA	FBPP0070723	Cdk7	Cdk7	Cyclin-dependent kinase 7
MCINX2_00010411-RA	FBPP0088307	unc-13	unc-13	unc-13
MCINX2_00010412-RA	FBPP0302639	CG3630	CG3630	None
MCINX2_00010415-RA	FBPP0311282	Prps	Prps	Phosphoribosyl pyrophosphate synthetase
MCINX2_00010417-RA	FBPP0070396	CG2924	CG2924	None
MCINX2_00010418-RA	FBPP0311889	CG32533	CG32533	None
MCINX2_00010419-RA	FBPP0074029	disco-r	disco-r	disco-related
MCINX2_00010422-RA	FBPP0288526	CG12507	CG12507	None
MCINX2_00010423-RA	FBPP0082788	CCT3	CCT3	Chaperonin containing TCP1 subunit 3
MCINX2_00010424-RA	FBPP0082581	Cp190	Cp190	Centrosomal protein 190kD
MCINX2_00010425-RA	FBPP0082929	CG5823	CG5823	None
MCINX2_00010429-RA	FBPP0086267	CG8311	CG8311	None
MCINX2_00010430-RA	FBPP0293897	Sirt6	Sirt6	Sirtuin 6
MCINX2_00010431-RA	FBPP0070651	Cbp80	Cbp80	cap binding protein 80
MCINX2_00010432-RA	FBPP0070657	CG15473	CG15473	None
MCINX2_00010433-RB	FBPP0312559	fbp	fbp	fructose-1
MCINX2_00010434-RA	FBPP0088904	Tm1	Tm1	Tropomyosin 1
MCINX2_00010437-RA	FBPP0072005	sigmar	sigmar	salivary glands marred
MCINX2_00010442-RA	FBPP0309040	ND-B16.6	ND-B16.6	NADH dehydrogenase (ubiquinone) B16.6 subunit
MCINX2_00010443-RA	FBPP0080097	Hacd2	Hacd2	3-hydroxyacyl-CoA dehydratase 2
MCINX2_00010444-RA	FBPP0099993	PIP4K	PIP4K	Phosphatidylinositol 5-phosphate 4-kinase
MCINX2_00010446-RA	FBPP0428128	svp	svp	seven up
MCINX2_00010456-RA	FBPP0070152	RpL36	RpL36	Ribosomal protein L36
MCINX2_00010457-RA	FBPP0070111	CG17829	CG17829	None
MCINX2_00010457-RB	FBPP0070112	CG17829	CG17829	None
MCINX2_00010458-RA	FBPP0087206	CG7737	CG7737	None
MCINX2_00010460-RA	FBPP0305111	CG14223	CG14223	None
MCINX2_00010462-RA	FBPP0302954	Smn	Smn	survival motor neuron
MCINX2_00010464-RA	FBPP0072491	dpr20	dpr20	defective proboscis extension response 20
MCINX2_00010468-RA	FBPP0073854	CG6324	CG6324	None
MCINX2_00010474-RA	FBPP0306967	Xe7	Xe7	Xe7
MCINX2_00010479-RA	FBPP0071503	Xpd	Xpd	Xeroderma pigmentosum D
MCINX2_00010483-RA	FBPP0071365	CG2972	CG2972	None
MCINX2_00010484-RA	FBPP0082084	CG10038	CG10038	None
MCINX2_00010485-RA	FBPP0084050	Syx18	Syx18	Syntaxin 18
MCINX2_00010486-RA	FBPP0075293	DCP2	DCP2	Decapping protein 2
MCINX2_00010487-RA	FBPP0079949	CG6388	CG6388	None
MCINX2_00010488-RA	FBPP0271918	Lon	Lon	Lon protease
MCINX2_00010489-RA	FBPP0296965	fws	fws	four way stop
MCINX2_00010490-RA	FBPP0081600	Ras85D	Ras85D	Ras oncogene at 85D
MCINX2_00010493-RA	FBPP0289204	FucTC	FucTC	alpha1
MCINX2_00010501-RA	FBPP0304569	rb	rb	ruby
MCINX2_00010509-RA	FBPP0070511	CG10793	CG10793	None
MCINX2_00010510-RA	FBPP0073535	CG32647	CG32647	None
MCINX2_00010511-RA	FBPP0099388	CG33977	CG33977	None
MCINX2_00010513-RA	FBPP0084210	Vps33B	Vps33B	Vacuolar protein sorting 33B
MCINX2_00010515-RA	FBPP0082727	Mat89Ba	Mat89Ba	Maternal transcript 89Ba
MCINX2_00010516-RA	FBPP0084221	tobi	tobi	target of brain insulin
MCINX2_00010517-RA	FBPP0307414	DCAF12	DCAF12	DDB1 and CUL4 associated factor 12
MCINX2_00010519-RA	FBPP0300236	futsch	futsch	futsch
MCINX2_00010520-RB	FBPP0070809	CG33080	CG33080	None
MCINX2_00010522-RA	FBPP0070808	Snx27	Snx27	Sorting nexin 27
MCINX2_00010523-RA	FBPP0309246	thr	thr	three rows
MCINX2_00010524-RA	FBPP0083264	CG4538	CG4538	None
MCINX2_00010527-RA	FBPP0293413	CG43088	CG43088	None
MCINX2_00010537-RA	FBPP0298370	CG32694	CG32694	None
MCINX2_00010538-RA	FBPP0074529	Arp10	Arp10	Actin-related protein 10
MCINX2_00010539-RA	FBPP0296963	Sgt	Sgt	small glutamine-rich tetratricopeptide containing protein
MCINX2_00010540-RA	FBPP0082124	Past1	Past1	Putative Achaete Scute Target 1
MCINX2_00010541-RA	FBPP0081829	CG14701	CG14701	None
MCINX2_00010542-RA	FBPP0081840	Arfip	Arfip	Arfaptin
MCINX2_00010542-RC	FBPP0289512	CG7497	CG7497	None
MCINX2_00010544-RC	FBPP0293851	sll	sll	slalom
MCINX2_00010546-RA	FBPP0075559	CG10710	CG10710	None
MCINX2_00010547-RB	FBPP0081370	CG8036	CG8036	None
MCINX2_00010550-RA	FBPP0309553	CG9029	CG9029	None
MCINX2_00010552-RA	FBPP0297666	NK7.1	NK7.1	NK7.1
MCINX2_00010554-RA	FBPP0083439	HHEX	HHEX	Hematopoietically expressed homeobox
MCINX2_00010557-RA	FBPP0081349	CG11693	CG11693	None
MCINX2_00010559-RB	FBPP0292311	thw	thw	thawb
MCINX2_00010565-RA	FBPP0310905	unc79	unc79	uncoordinated 79
MCINX2_00010566-RA	FBPP0081250	wtrw	wtrw	water witch
MCINX2_00010567-RA	FBPP0301008	smash	smash	smallish
MCINX2_00010568-RA	FBPP0301011	smash	smash	smallish
MCINX2_00010573-RA	FBPP0083020	CG14312	CG14312	None
MCINX2_00010576-RA	FBPP0083177	CG31221	CG31221	None
MCINX2_00010578-RA	FBPP0081091	lap	lap	like-AP180
MCINX2_00010580-RA	FBPP0074609	alphaSnap	alphaSnap	alpha Soluble NSF attachment protein
MCINX2_00010582-RA	FBPP0311939	CG6432	CG6432	None
MCINX2_00010583-RA	FBPP0297442	Cortactin	Cortactin	Cortactin
MCINX2_00010585-RA	FBPP0306667	Ms	Ms	Myosuppressin
MCINX2_00010586-RB	FBPP0303399	CG6454	CG6454	None
MCINX2_00010587-RB	FBPP0085929	nopo	nopo	no poles
MCINX2_00010588-RA	FBPP0290236	CG34039	CG34039	None
MCINX2_00010591-RA	FBPP0081962	Tk	Tk	Tachykinin
MCINX2_00010592-RE	FBPP0073125	ens	ens	ensconsin
MCINX2_00010593-RA	FBPP0301781	mtg	mtg	mind the gap
MCINX2_00010595-RA	FBPP0311528	CG34459	CG34459	None
MCINX2_00010597-RA	FBPP0297169	ss	ss	spineless
MCINX2_00010599-RA	FBPP0073113	Teh3	Teh3	tipE homolog 3
MCINX2_00010600-RA	FBPP0073114	Teh2	Teh2	tipE homolog 2
MCINX2_00010601-RA	FBPP0073076	tipE	tipE	temperature-induced paralytic E
MCINX2_00010619-RA	FBPP0079919	Gr33a	Gr33a	Gustatory receptor 33a
MCINX2_00010631-RA	FBPP0075012	CG6512	CG6512	None
MCINX2_00010632-RA	FBPP0088179	bip2	bip2	bip2
MCINX2_00010633-RA	FBPP0086676	Tfb1	Tfb1	Transcription factor B1
MCINX2_00010634-RA	FBPP0075620	Syx13	Syx13	Syntaxin 13
MCINX2_00010636-RB	FBPP0082971	htl	htl	heartless
MCINX2_00010637-RA	FBPP0083840	CG10365	CG10365	None
MCINX2_00010638-RA	FBPP0111542	cv-c	cv-c	crossveinless c
MCINX2_00010641-RA	FBPP0111541	natalisin	natalisin	natalisin
MCINX2_00010642-RA	FBPP0310948	CG43102	CG43102	None
MCINX2_00010644-RA	FBPP0082937	pasi1	pasi1	pasiflora 1
MCINX2_00010645-RA	FBPP0293063	trh	trh	trachealess
MCINX2_00010648-RA	FBPP0293491	TTLL4A	TTLL4A	Tubulin tyrosine ligase-like 4A
MCINX2_00010650-RA	FBPP0306779	woc	woc	without children
MCINX2_00010651-RA	FBPP0083185	Ino80	Ino80	INO80 complex subunit
MCINX2_00010656-RA	FBPP0083153	Dl	Dl	Delta
MCINX2_00010657-RA	FBPP0082270	B52	B52	B52
MCINX2_00010661-RA	FBPP0081384	mRpL19	mRpL19	mitochondrial ribosomal protein L19
MCINX2_00010662-RA	FBPP0084528	CG5934	CG5934	None
MCINX2_00010664-RA	FBPP0288644	Taf12	Taf12	TBP-associated factor 12
MCINX2_00010667-RA	FBPP0081899	CG14715	CG14715	None
MCINX2_00010668-RA	FBPP0072887	Alg2	Alg2	ALG2
MCINX2_00010669-RA	FBPP0082601	obe	obe	obelus
MCINX2_00010672-RA	FBPP0076245	CG13314	CG13314	None
MCINX2_00010678-RA	FBPP0303878	nSyb	nSyb	neuronal Synaptobrevin
MCINX2_00010680-RA	FBPP0289845	dysf	dysf	dysfusion
MCINX2_00010682-RA	FBPP0076417	MED24	MED24	Mediator complex subunit 24
MCINX2_00010683-RA	FBPP0084342	CG14544	CG14544	None
MCINX2_00010685-RA	FBPP0290138	CG2747	CG2747	None
MCINX2_00010686-RA	FBPP0074512	Rcd-1	Rcd-1	Required for cell differentiation 1
MCINX2_00010687-RA	FBPP0073508	CG2540	CG2540	None
MCINX2_00010689-RA	FBPP0083406	Rlip	Rlip	Ral interacting protein
MCINX2_00010691-RA	FBPP0084013	Golgin84	Golgin84	Golgin-84
MCINX2_00010693-RA	FBPP0078950	Spn27A	Spn27A	Serpin 27A
MCINX2_00010695-RA	FBPP0085060	Spn100A	Spn100A	Serpin 100A
MCINX2_00010701-RA	FBPP0306054	CG31324	CG31324	None
MCINX2_00010702-RA	FBPP0290123	Dtd	Dtd	D-aminoacyl-tRNA deacylase
MCINX2_00010704-RA	FBPP0307219	Jupiter	Jupiter	Jupiter
MCINX2_00010705-RA	FBPP0082953	CG7379	CG7379	None
MCINX2_00010706-RA	FBPP0084272	RASSF8	RASSF8	Ras association domain family member 8
MCINX2_00010707-RA	FBPP0082409	trx	trx	trithorax
MCINX2_00010710-RA	FBPP0307574	CG7183	CG7183	None
MCINX2_00010713-RA	FBPP0083036	CG12321	CG12321	None
MCINX2_00010714-RA	FBPP0073338	Tim8	Tim8	Tim8
MCINX2_00010715-RA	FBPP0075393	Pex3	Pex3	Peroxin 3
MCINX2_00010716-RA	FBPP0075394	FucTA	FucTA	alpha1
MCINX2_00010717-RA	FBPP0307739	CG14671	CG14671	None
MCINX2_00010720-RA	FBPP0081447	CG11986	CG11986	None
MCINX2_00010721-RA	FBPP0307730	CG11983	CG11983	None
MCINX2_00010722-RA	FBPP0072224	Samtor	Samtor	S-adenosylmethionine sensor upstream of TORC1
MCINX2_00010723-RA	FBPP0081539	CG8149	CG8149	None
MCINX2_00010724-RB	FBPP0289972	Kcmf1	Kcmf1	Potassium channel modulatory factor 1
MCINX2_00010725-RA	FBPP0078319	Hat1	Hat1	Histone acetyltransferase 1
MCINX2_00010727-RA	FBPP0076635	msl-3	msl-3	male-specific lethal 3
MCINX2_00010728-RA	FBPP0083221	Cpr92A	Cpr92A	Cuticular protein 92A
MCINX2_00010730-RA	FBPP0081192	Ccp84Ae	Ccp84Ae	Ccp84Ae
MCINX2_00010731-RA	FBPP0078918	COX5B	COX5B	Cytochrome c oxidase subunit 5B
MCINX2_00010732-RA	FBPP0084530	CG5938	CG5938	None
MCINX2_00010735-RA	FBPP0081908	CG6923	CG6923	None
MCINX2_00010736-RA	FBPP0081260	CG2846	CG2846	None
MCINX2_00010737-RA	FBPP0084242	RpS27	RpS27	Ribosomal protein S27
MCINX2_00010738-RA	FBPP0078433	RpII18	RpII18	RNA polymerase II 18kD subunit
MCINX2_00010740-RA	FBPP0079697	CG6415	CG6415	None
MCINX2_00010742-RA	FBPP0078392	asl	asl	asterless
MCINX2_00010745-RA	FBPP0089324	shd	shd	shade
MCINX2_00010747-RA	FBPP0071406	Gip	Gip	GIP-like
MCINX2_00010748-RA	FBPP0079769	aurB	aurB	aurora B
MCINX2_00010749-RA	FBPP0302933	kmr	kmr	kramer
MCINX2_00010752-RA	FBPP0082294	Cht5	Cht5	Chitinase 5
MCINX2_00010753-RA	FBPP0303325	Dop1R2	Dop1R2	Dopamine 1-like receptor 2
MCINX2_00010757-RA	FBPP0113004	Gr63a	Gr63a	Gustatory receptor 63a
MCINX2_00010759-RA	FBPP0078391	Rga	Rga	Regena
MCINX2_00010760-RA	FBPP0078349	Vha26	Vha26	Vacuolar H[+]-ATPase 26kD subunit
MCINX2_00010761-RA	FBPP0077143	Gs1l	Gs1l	GS1-like
MCINX2_00010762-RB	FBPP0078410	Nmdar1	Nmdar1	NMDA receptor 1
MCINX2_00010763-RB	FBPP0081958	GC1	GC1	Glutamate Carrier 1
MCINX2_00010766-RA	FBPP0082692	mor	mor	moira
MCINX2_00010768-RA	FBPP0078332	Hcs	Hcs	Holocarboxylase synthetase
MCINX2_00010769-RA	FBPP0071427	Atg8a	Atg8a	Autophagy-related 8a
MCINX2_00010770-RA	FBPP0087251	ix	ix	intersex
MCINX2_00010771-RA	FBPP0084486	spn-D	spn-D	spindle D
MCINX2_00010772-RA	FBPP0076285	pix	pix	pixie
MCINX2_00010773-RA	FBPP0292328	CG6136	CG6136	None
MCINX2_00010775-RA	FBPP0074893	CG7330	CG7330	None
MCINX2_00010778-RA	FBPP0289568	Sema5c	Sema5c	Semaphorin 5c
MCINX2_00010781-RA	FBPP0074713	CG9372	CG9372	None
MCINX2_00010782-RA	FBPP0077837	CG5618	CG5618	None
MCINX2_00010783-RA	FBPP0078625	DhpD	DhpD	Dihydropterin deaminase
MCINX2_00010784-RA	FBPP0292544	RhoGAP71E	RhoGAP71E	Rho GTPase activating protein at 71E
MCINX2_00010785-RA	FBPP0070704	CG15472	CG15472	None
MCINX2_00010787-RA	FBPP0073010	Scsalpha1	Scsalpha1	Succinyl-coenzyme A synthetase alpha subunit 1
MCINX2_00010788-RA	FBPP0112117	CG7878	CG7878	None
MCINX2_00010789-RA	FBPP0311383	CG1129	CG1129	None
MCINX2_00010790-RA	FBPP0075399	Msh6	Msh6	Msh6
MCINX2_00010793-RA	FBPP0289943	CG1407	CG1407	None
MCINX2_00010794-RA	FBPP0082996	Dlc90F	Dlc90F	Dynein light chain 90F
MCINX2_00010800-RA	FBPP0293564	cic	cic	capicua
MCINX2_00010802-RA	FBPP0302832	CG4042	CG4042	None
MCINX2_00010808-RA	FBPP0071475	shg	shg	shotgun
MCINX2_00010813-RA	FBPP0306886	CG44085	CG44085	None
MCINX2_00010815-RA	FBPP0082592	SIDL	SIDL	Shal Interactor of Di-Leucine Motif
MCINX2_00010817-RA	FBPP0306930	Kat60	Kat60	Katanin 60
MCINX2_00010825-RC	FBPP0088544	osa	osa	osa
MCINX2_00010826-RA	FBPP0082166	CG11656	CG11656	None
MCINX2_00010829-RA	FBPP0078388	Spec2	Spec2	Spec2
MCINX2_00010832-RB	FBPP0078353	Atu	Atu	Another transcription unit
MCINX2_00010838-RA	FBPP0309594	CG11180	CG11180	None
MCINX2_00010840-RA	FBPP0293837	pyd	pyd	polychaetoid
MCINX2_00010842-RA	FBPP0292310	CG14607	CG14607	None
MCINX2_00010844-RA	FBPP0077330	CG3558	CG3558	None
MCINX2_00010845-RA	FBPP0086496	CG11807	CG11807	None
MCINX2_00010846-RA	FBPP0303060	PEK	PEK	pancreatic eIF-2alpha kinase
MCINX2_00010847-RA	FBPP0081317	Mcm2	Mcm2	Minichromosome maintenance 2
MCINX2_00010848-RA	FBPP0291705	CG5516	CG5516	None
MCINX2_00010849-RA	FBPP0082657	blp	blp	black pearl
MCINX2_00010850-RA	FBPP0081766	CG4596	CG4596	None
MCINX2_00010853-RA	FBPP0082655	Fbxl7	Fbxl7	F-box and leucine-rich repeat protein 7
MCINX2_00010854-RA	FBPP0082703	CG14877	CG14877	None
MCINX2_00010855-RA	FBPP0082641	CG31183	CG31183	None
MCINX2_00010863-RA	FBPP0288787	CG42249	CG42249	None
MCINX2_00010870-RA	FBPP0311934	Ugt302K1	Ugt302K1	UDP-glycosyltransferase family 302 member K1
MCINX2_00010874-RA	FBPP0292793	CG17732	CG17732	None
MCINX2_00010888-RE	FBPP0083180	Dys	Dys	Dystrophin
MCINX2_00010890-RA	FBPP0082982	CG14314	CG14314	None
MCINX2_00010891-RA	FBPP0112380	form3	form3	formin 3
MCINX2_00010892-RA	FBPP0074900	CG13699	CG13699	None
MCINX2_00010899-RA	FBPP0304906	nab	nab	nab
MCINX2_00010900-RA	FBPP0072616	Klp61F	Klp61F	Kinesin-like protein at 61F
MCINX2_00010905-RA	FBPP0307398	Naam	Naam	Nicotinamide amidase
MCINX2_00010908-RA	FBPP0083419	Usp8	Usp8	Ubiquitin specific protease 8
MCINX2_00010910-RA	FBPP0302792	Sap47	Sap47	Synapse-associated protein 47kD
MCINX2_00010913-RB	FBPP0083531	Gr93a	Gr93a	Gustatory receptor 93a
MCINX2_00010914-RA	FBPP0290912	UGP	UGP	UDP-glucose pyrophosphorylase
MCINX2_00010923-RA	FBPP0311674	CG32039	CG32039	None
MCINX2_00010924-RA	FBPP0076134	ATPsynB	ATPsynB	ATP synthase
MCINX2_00010925-RA	FBPP0073068	Ras64B	Ras64B	Ras oncogene at 64B
MCINX2_00010926-RA	FBPP0078093	CycH	CycH	Cyclin H
MCINX2_00010927-RA	FBPP0307399	GluClalpha	GluClalpha	GluClalpha
MCINX2_00010931-RA	FBPP0290431	CG7432	CG7432	None
MCINX2_00010932-RA	FBPP0081434	CG9773	CG9773	None
MCINX2_00010934-RA	FBPP0074887	mRpS26	mRpS26	mitochondrial ribosomal protein S26
MCINX2_00010935-RA	FBPP0074902	RpIIIC53	RpIIIC53	RNA polymerase III subunit C53
MCINX2_00010937-RA	FBPP0075246	Trs20	Trs20	TRAPP subunit 20
MCINX2_00010939-RA	FBPP0073681	Ndc80	Ndc80	Ndc80
MCINX2_00010940-RA	FBPP0081117	CG1234	CG1234	None
MCINX2_00010941-RD	FBPP0083666	loco	loco	locomotion defects
MCINX2_00010941-RJ	FBPP0293211	loco	loco	locomotion defects
MCINX2_00010944-RA	FBPP0083665	mRpL45	mRpL45	mitochondrial ribosomal protein L45
MCINX2_00010945-RA	FBPP0078396	kra	kra	krasavietz
MCINX2_00010946-RA	FBPP0290645	MCPH1	MCPH1	Microcephalin
MCINX2_00010948-RA	FBPP0078512	BBS5	BBS5	Bardet-Biedl syndrome 5
MCINX2_00010955-RA	FBPP0075582	flr	flr	flare
MCINX2_00010956-RA	FBPP0072987	CycJ	CycJ	Cyclin J
MCINX2_00010957-RA	FBPP0081629	Teh1	Teh1	tipE homolog 1
MCINX2_00010958-RA	FBPP0083351	Pus1	Pus1	Pseudouridine synthase 1
MCINX2_00010959-RA	FBPP0075410	sstn	sstn	stepping stone
MCINX2_00010960-RA	FBPP0081588	CG9399	CG9399	None
MCINX2_00010961-RA	FBPP0078765	sip1	sip1	septin interacting protein 1
MCINX2_00010963-RA	FBPP0089178	Pi4KIIalpha	Pi4KIIalpha	Phosphatidylinositol 4-kinase II alpha
MCINX2_00010970-RA	FBPP0311279	CG2162	CG2162	None
MCINX2_00010972-RA	FBPP0298337	l(3)73Ah	l(3)73Ah	lethal (3) 73Ah
MCINX2_00010974-RA	FBPP0306036	CG5068	CG5068	None
MCINX2_00010976-RA	FBPP0083224	MICU3	MICU3	Mitochondrial calcium uptake 3
MCINX2_00010979-RA	FBPP0310902	bnl	bnl	branchless
MCINX2_00010982-RA	FBPP0081444	CG11980	CG11980	None
MCINX2_00010985-RA	FBPP0087858	sand	sand	sandman
MCINX2_00010990-RA	FBPP0086252	RpLP2	RpLP2	Ribosomal protein LP2
MCINX2_00011003-RA	FBPP0071187	org-1	org-1	optomotor-blind-related-gene-1
MCINX2_00011005-RA	FBPP0308306	Lnk	Lnk	Lnk
MCINX2_00011006-RA	FBPP0111424	Sws1	Sws1	SWIM domain containing Srs2 interacting protein 1
MCINX2_00011007-RA	FBPP0111830	Rad9	Rad9	Rad9
MCINX2_00011008-RA	FBPP0110481	CG40045	CG40045	None
MCINX2_00011009-RA	FBPP0074056	eIF4H1	eIF4H1	eukaryotic translation initiation factor 4H1
MCINX2_00011012-RA	FBPP0304910	CG2034	CG2034	None
MCINX2_00011013-RA	FBPP0070817	Sirt4	Sirt4	Sirtuin 4
MCINX2_00011014-RA	FBPP0077016	Pp4-19C	Pp4-19C	Protein phosphatase 19C
MCINX2_00011015-RA	FBPP0073800	CG9518	CG9518	None
MCINX2_00011025-RB	FBPP0077877	CG5059	CG5059	None
MCINX2_00011026-RA	FBPP0073791	CG9503	CG9503	None
MCINX2_00011029-RA	FBPP0071489	CG17999	CG17999	None
MCINX2_00011030-RA	FBPP0110195	clumsy	clumsy	clumsy
MCINX2_00011031-RA	FBPP0084982	CG18404	CG18404	None
MCINX2_00011033-RA	FBPP0082590	CG31344	CG31344	None
MCINX2_00011035-RA	FBPP0071145	Es2	Es2	Es2
MCINX2_00011038-RA	FBPP0292475	CG2059	CG2059	None
MCINX2_00011040-RA	FBPP0075862	Dph1	Dph1	Diphthamide biosynthesis 1
MCINX2_00011042-RA	FBPP0288779	MEP-1	MEP-1	MEP-1
MCINX2_00011043-RA	FBPP0312575	unc-45	unc-45	uncoordinated 45
MCINX2_00011044-RA	FBPP0073902	CCT6	CCT6	Chaperonin containing TCP1 subunit 6
MCINX2_00011045-RA	FBPP0290365	Dhit	Dhit	Double hit
MCINX2_00011048-RA	FBPP0293711	tyf	tyf	twenty-four
MCINX2_00011049-RB	FBPP0084176	Osbp	Osbp	Oxysterol binding protein
MCINX2_00011050-RC	FBPP0291627	CG4199	CG4199	None
MCINX2_00011051-RA	FBPP0311619	CG14817	CG14817	None
MCINX2_00011052-RA	FBPP0084285	SppL	SppL	Signal peptide peptidase-like
MCINX2_00011053-RA	FBPP0310501	CG14210	CG14210	None
MCINX2_00011054-RA	FBPP0289797	Arpc3A	Arpc3A	Actin-related protein 2/3 complex
MCINX2_00011055-RA	FBPP0083227	Arc42	Arc42	Arc42
MCINX2_00011056-RA	FBPP0078329	POLDIP2	POLDIP2	Polymerase (DNA-directed)
MCINX2_00011057-RC	FBPP0070209	AMPKalpha	AMPKalpha	AMP-activated protein kinase alpha subunit
MCINX2_00011058-RA	FBPP0309725	CG32772	CG32772	None
MCINX2_00011059-RA	FBPP0070845	CG32751	CG32751	None
MCINX2_00011060-RB	FBPP0081045	CG8665	CG8665	None
MCINX2_00011061-RA	FBPP0309795	ND-B14.5A	ND-B14.5A	NADH dehydrogenase (ubiquinone) B14.5 A subunit
MCINX2_00011062-RD	FBPP0088092	Br140	Br140	Bromodomain-containing protein
MCINX2_00011066-RA	FBPP0307736	Kdm2	Kdm2	Lysine (K)-specific demethylase 2
MCINX2_00011069-RA	FBPP0071216	Lim1	Lim1	LIM homeobox 1
MCINX2_00011070-RA	FBPP0081869	CG17230	CG17230	None
MCINX2_00011073-RA	FBPP0296980	CG43163	CG43163	None
MCINX2_00011076-RA	FBPP0074109	ppk28	ppk28	pickpocket 28
MCINX2_00011077-RA	FBPP0293855	MED31	MED31	Mediator complex subunit 31
MCINX2_00011078-RA	FBPP0072145	Snap29	Snap29	Synaptosomal-associated protein 29kDa
MCINX2_00011081-RA	FBPP0309235	eIF3c	eIF3c	eukaryotic translation initiation factor 3 subunit c
MCINX2_00011082-RA	FBPP0088522	Ubc10	Ubc10	Ubiquitin conjugating enzyme 10
MCINX2_00011084-RA	FBPP0301702	PR-Set7	PR-Set7	PR/SET domain containing protein 7
MCINX2_00011087-RA	FBPP0078144	Ddx1	Ddx1	Dead-box-1
MCINX2_00011088-RA	FBPP0312515	CG3337	CG3337	None
MCINX2_00011089-RB	FBPP0081283	CG10903	CG10903	None
MCINX2_00011091-RA	FBPP0070063	cin	cin	cinnamon
MCINX2_00011092-RA	FBPP0071350	CG2990	CG2990	None
MCINX2_00011093-RA	FBPP0070643	CHOp24	CHOp24	CHOp24
MCINX2_00011099-RA	FBPP0304889	sti	sti	sticky
MCINX2_00011100-RB	FBPP0291454	Set1	Set1	SET domain containing 1
MCINX2_00011101-RA	FBPP0290999	UQCR-11	UQCR-11	Ubiquinol-cytochrome c reductase 11 kDa subunit
MCINX2_00011102-RA	FBPP0112712	CG41099	CG41099	None
MCINX2_00011103-RA	FBPP0308692	CG8501	CG8501	None
MCINX2_00011107-RA	FBPP0074036	Nipsnap	Nipsnap	Nipsnap
MCINX2_00011109-RA	FBPP0074541	Tao	Tao	Tao
MCINX2_00011113-RA	FBPP0301605	HP1b	HP1b	Heterochromatin Protein 1b
MCINX2_00011117-RA	FBPP0308468	sals	sals	sarcomere length short
MCINX2_00011118-RA	FBPP0081872	PGRP-LB	PGRP-LB	Peptidoglycan recognition protein LB
MCINX2_00011119-RA	FBPP0305155	CG1695	CG1695	None
MCINX2_00011120-RA	FBPP0074496	car	car	carnation
MCINX2_00011121-RA	FBPP0084350	Exo84	Exo84	Exocyst 84
MCINX2_00011123-RA	FBPP0075647	CG32112	CG32112	None
MCINX2_00011124-RA	FBPP0089396	Rnp4F	Rnp4F	RNA-binding protein 4F
MCINX2_00011129-RA	FBPP0301131	CG43446	CG43446	None
MCINX2_00011132-RA	FBPP0074076	CDC50	CDC50	None
MCINX2_00011133-RA	FBPP0073438	Nrd1	Nrd1	Nardilysin
MCINX2_00011136-RA	FBPP0081088	Sas-4	Sas-4	Spindle assembly abnormal 4
MCINX2_00011138-RA	FBPP0078415	mRpL44	mRpL44	mitochondrial ribosomal protein L44
MCINX2_00011144-RA	FBPP0070842	sqh	sqh	spaghetti squash
MCINX2_00011145-RA	FBPP0081306	CG11035	CG11035	None
MCINX2_00011146-RA	FBPP0293538	Vps37B	Vps37B	Vacuolar protein sorting 37B
MCINX2_00011147-RA	FBPP0298346	PIG-L	PIG-L	Phosphatidylinositol glycan anchor biosynthesis class L
MCINX2_00011148-RA	FBPP0083159	vib	vib	vibrator
MCINX2_00011149-RA	FBPP0071024	unc-119	unc-119	unc-119
MCINX2_00011152-RA	FBPP0081475	beag	beag	beag
MCINX2_00011153-RA	FBPP0078602	CG12581	CG12581	None
MCINX2_00011156-RA	FBPP0307034	CG14395	CG14395	None
